Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Honda,Odyssey,2015,Gulf Arabic,Silver,Semi Full,3.5,Gas,Automatic,100000,Dammam,57000.0,False
MG,360,2019,Saudi,Bronze,Full,1.2,Gas,Automatic,24000,Jeddah,36000.0,False
Ford,Flex,2014,Saudi,Silver,Standard,3.5,Gas,Automatic,201000,Dammam,57000.0,False
Toyota,Innova,2014,Saudi,White,Semi Full,2.7,Gas,Automatic,141000,Dammam,55000.0,False
Hyundai,Sonata,2019,Saudi,Other,Full,2.4,Gas,Automatic,33000,Dammam,85000.0,False
Ford,Taurus,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,177000,Dammam,70000.0,False
Ford,Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,69000,Dammam,82000.0,False
Kia,Optima,2018,Gulf Arabic,White,Full,2.4,Gas,Automatic,83000,Dammam,75000.0,False
Kia,Optima,2014,Saudi,White,Full,2.4,Gas,Automatic,113000,Dammam,51000.0,False
Nissan,VTC,2016,Saudi,Bronze,Standard,4.0,Gas,Automatic,112000,Dammam,106000.0,False
Toyota,Land Cruiser,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,212000,Dammam,145000.0,False
Toyota,Camry,2017,Saudi,Black,Standard,2.5,Gas,Automatic,135000,Dammam,60000.0,False
Toyota,Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,199200,Dammam,48000.0,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,98000,Jeddah,35000.0,False
GMC,Yukon,2011,Saudi,Black,Standard,5.3,Gas,Automatic,156000,Dammam,47000.0,False
Toyota,Land Cruiser,2017,Saudi,White,Full,5.7,Diesel,Automatic,106,Arar,182000.0,True
Nissan,Patrol,2017,Saudi,White,Full,6.0,Gas,Automatic,12000,Jeddah,128000.0,False
Ford,Expedition,2014,Saudi,White,Semi Full,5.4,Gas,Automatic,140000,Aseer,36000.0,False
Toyota,Corolla,2012,Other,Blue,Standard,1.3,Gas,Manual,150000,Taef,21500.0,True
Dodge,Charger,2018,Saudi,Grey,Semi Full,5.7,Gas,Automatic,81000,Riyadh,125000.0,False
Volkswagen,Tiguan,2012,Other,White,Full,2.0,Gas,Automatic,240000,Jeddah,25000.0,False
Hyundai,Azera,2018,Saudi,White,Semi Full,3.5,Gas,Automatic,210,Riyadh,79000.0,True
Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,106000,Jeddah,75000.0,False
Nissan,Patrol,2014,Saudi,White,Semi Full,5.6,Gas,Automatic,242000,Riyadh,107500.0,True
Dodge,Charger,2014,Saudi,Red,Full,5.7,Gas,Automatic,178,Jeddah,50000.0,False
Toyota,FJ,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,140000,Hail,100000.0,True
Toyota,Corolla,2016,Other,White,Standard,5.8,Gas,Automatic,114,Tabouk,35000.0,False
Hyundai,Azera,2021,Saudi,Grey,Standard,3.5,Gas,Automatic,10000,Jeddah,84600.0,False
Chevrolet,Tahoe,2013,Saudi,Black,Semi Full,5.3,Gas,Automatic,372,Yanbu,57000.0,True
Chevrolet,Tahoe,2019,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,32300,Aseer,168000.0,False
Toyota,Hilux,2020,Saudi,White,Full,4.0,Gas,Automatic,700,Riyadh,112750.0,True
Toyota,Rush,2021,Saudi,White,Semi Full,1.5,Gas,Automatic,10000,Makkah,55000.0,False
Hyundai,Sonata,2020,Unknown,White,Semi Full,2.4,Gas,Automatic,2396,Al-Medina,80266.0,True
Jeep,Cherokee,2015,Saudi,Grey,Full,3.2,Gas,Automatic,20000,Jeddah,99734.0,True
Ford,Victoria,2011,Other,Blue,Semi Full,4.6,Gas,Automatic,230,Al-Ahsa,28000.0,False
Toyota,Land Cruiser Pickup,2016,Other,Silver,Semi Full,5.0,Gas,Manual,184,Riyadh,95000.0,True
Hyundai,Senta fe,2015,Other,White,Full,2.0,Diesel,Automatic,96000,Qassim,54000.0,True
Isuzu,D-MAX,2019,Saudi,White,Full,7.5,Diesel,Manual,40000,Abha,125000.0,False
Chevrolet,Aveo,2014,Other,Silver,Standard,1.6,Gas,Automatic,88000,Dammam,13000.0,False
Hyundai,Accent,2018,Saudi,Other,Semi Full,1.4,Gas,Automatic,114969,Al-Jouf,30000.0,False
Toyota,Avanza,2016,Saudi,White,Standard,1.6,Gas,Automatic,115,Hafar Al-Batin,30000.0,False
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Other,Full,4.0,Gas,Manual,182000,Dammam,73000.0,True
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,230000,Hail,58000.0,True
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,265,Riyadh,65000.0,False
Nissan,X-Trail,2017,Saudi,Grey,Semi Full,2.5,Gas,Automatic,119000,Riyadh,51000.0,False
Kia,Cerato,2017,Saudi,Black,Standard,1.6,Gas,Automatic,132700,Dammam,29000.0,False
Lexus,ES,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,200000,Riyadh,75000.0,False
Geely,Emgrand,2019,Saudi,Red,Full,1.8,Gas,Automatic,43000,Riyadh,45000.0,False
Chrysler,C300,2013,Saudi,Brown,Full,5.7,Gas,Automatic,210,Riyadh,48000.0,False
HAVAL,H9,2020,Saudi,Brown,Full,2.0,Gas,Automatic,18000,Dammam,100000.0,False
Lexus,LX,2020,Gulf Arabic,Black,Full,5.7,Gas,Automatic,37000,Riyadh,423000.0,True
Nissan,Altima,2016,Saudi,White,Standard,2.5,Gas,Automatic,111000,Riyadh,48000.0,False
Toyota,Fortuner,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,55000,Dammam,123000.0,False
Mercedes,S,2020,Saudi,Black,Full,1.1,Gas,Automatic,23000,Riyadh,365000.0,True
Toyota,Camry,2017,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,120500,Dammam,50000.0,False
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,140000,Dammam,56000.0,False
Nissan,Sunny,2016,Saudi,Grey,Semi Full,1.5,Gas,Automatic,76000,Dammam,21500.0,True
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,112000,Arar,32000.0,False
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,55700,Riyadh,150000.0,True
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,65000,Dammam,35000.0,False
Chrysler,C300,2019,Saudi,Black,Full,3.6,Gas,Automatic,80000,Jeddah,145000.0,True
Chevrolet,Traverse,2012,Gulf Arabic,Golden,Full,3.6,Gas,Automatic,176000,Jubail,40000.0,False
Land Rover,Range Rover,2014,Saudi,Black,Full,5.0,Gas,Automatic,125000,Riyadh,212500.0,True
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,87300,Dammam,175000.0,False
Toyota,FJ,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,237000,Jubail,85000.0,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,204000,Riyadh,23000.0,False
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,89000,Yanbu,66000.0,True
Chrysler,C300,2016,Saudi,White,Full,3.6,Gas,Automatic,110000,Hafar Al-Batin,79500.0,True
Chevrolet,Malibu,2014,Saudi,Black,Full,3.0,Gas,Automatic,145000,Riyadh,46000.0,False
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,106475,Riyadh,21500.0,False
Toyota,Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,330,Hafar Al-Batin,46000.0,False
Chevrolet,Trailblazer,2013,Saudi,Red,Standard,3.6,Gas,Automatic,106000,Riyadh,38500.0,False
BMW,X,2011,Other,Brown,Full,3.0,Gas,Automatic,290,Riyadh,48000.0,False
Nissan,VTC,2016,Saudi,White,Semi Full,4.8,Gas,Manual,136000,Besha,106000.0,True
Dodge,Charger,2018,Saudi,Grey,Full,5.7,Gas,Automatic,160000,Aseer,126900.0,False
GMC,Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,222000,Riyadh,77000.0,True
Ford,Taurus,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,116000,Qassim,75000.0,False
Kia,Cerato,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,31700,Makkah,70500.0,False
Hyundai,Elantra,2015,Saudi,White,Standard,2.0,Gas,Automatic,157000,Tabouk,30000.0,True
Nissan,Datsun,2016,Gulf Arabic,White,Full,2.4,Gas,Manual,188,Hail,33000.0,False
Toyota,Hilux,2016,Saudi,White,Semi Full,1.0,Gas,Manual,121,Al-Medina,60500.0,False
Chevrolet,Suburban,2016,Saudi,Red,Semi Full,5.3,Gas,Automatic,171000,Makkah,126000.0,True
Kia,Sedona,2016,Other,Grey,Semi Full,3.2,Gas,Automatic,118000,Jeddah,65000.0,False
Kia,Optima,2014,Gulf Arabic,White,Full,2.4,Gas,Automatic,215000,Jeddah,40000.0,False
Chevrolet,Camaro,2013,Gulf Arabic,White,Full,5.7,Gas,Automatic,243,Riyadh,55000.0,False
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,116,Jeddah,35000.0,True
Chevrolet,Tahoe,2015,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Yanbu,95000.0,False
Toyota,Land Cruiser,2018,Saudi,White,Full,4.8,Gas,Automatic,58000,Aseer,243000.0,True
GMC,Sierra,2016,Saudi,White,Standard,5.3,Gas,Automatic,153000,Aseer,98000.0,True
Lexus,ES,2016,Other,White,Full,1.5,Gas,Automatic,100000,Aseer,128000.0,False
Ford,Fusion,2015,Saudi,Grey,Semi Full,2.4,Gas,Automatic,178000,Hail,30000.0,False
Toyota,Hilux,2019,Gulf Arabic,White,Full,2.7,Gas,Automatic,32595,Riyadh,105000.0,False
HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,16000,Riyadh,79000.0,False
Lexus,ES,2020,Saudi,White,Full,3.5,Gas,Automatic,33000,Riyadh,210000.0,False
Hyundai,Elantra,2016,Saudi,Brown,Standard,2.0,Gas,Automatic,230000,Taef,42000.0,True
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Diesel,Automatic,110000,Qassim,250000.0,False
MG,RX5,2020,Saudi,Red,Full,2.0,Gas,Automatic,4500,Abha,65000.0,False
Chevrolet,Malibu,2018,Saudi,White,Standard,2.0,Gas,Automatic,135000,Qassim,46500.0,False
Hyundai,Sonata,2011,Saudi,Black,Semi Full,2.4,Gas,Automatic,29000,Riyadh,23000.0,False
Volkswagen,Tiguan,2012,Unknown,Navy,Full,2.0,Gas,Automatic,170000,Jeddah,21000.0,False
Toyota,Ciocca,2015,Saudi,White,Full,8.0,Gas,Automatic,285000,Aseer,155000.0,False
Ford,Expedition,2012,Saudi,Black,Full,4.8,Gas,Manual,304,Al-Ahsa,38000.0,False
Porsche,Cayenne Turbo GTS,2013,Saudi,Black,Full,9.0,Gas,Automatic,148000,Riyadh,115000.0,False
Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,14000,Riyadh,47611.0,False
Mercedes,C,2019,Saudi,Grey,Full,2.0,Gas,Automatic,28000,Riyadh,182500.0,True
Hyundai,Azera,2015,Saudi,Black,Semi Full,3.0,Gas,Automatic,222306,Riyadh,38000.0,False
Hyundai,Tucson,2018,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,27900,Riyadh,72000.0,False
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,77000,Dammam,28500.0,False
Hyundai,Accent,2019,Saudi,White,Standard,1.6,Gas,Automatic,76600,Dammam,40000.0,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Manual,54000,Riyadh,112750.0,True
Jeep,Wrangler,2014,Saudi,Grey,Standard,3.6,Gas,Automatic,77000,Riyadh,77000.0,True
Ford,Fusion,2014,Saudi,Blue,Standard,1.6,Gas,Automatic,167000,Jeddah,35000.0,False
Honda,Civic,2016,Saudi,Red,Full,2.0,Gas,Automatic,68800,Jeddah,55000.0,False
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Manual,277000,Taef,30000.0,True
Mercedes,GL,2014,Saudi,Black,Full,4.6,Gas,Manual,130000,Riyadh,137500.0,True
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,136836,Tabouk,75500.0,True
Mercedes,GL,2013,Saudi,White,Full,5.0,Gas,Automatic,147000,Makkah,160000.0,False
Kia,Carnival,2016,Saudi,Other,Semi Full,3.3,Gas,Automatic,180,Jeddah,38000.0,False
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,213000,Al-Jouf,150000.0,True
Ford,Taurus,2017,Saudi,Blue,Semi Full,4.0,Gas,Automatic,89000,Riyadh,75000.0,False
Hyundai,Senta fe,2016,Saudi,White,Standard,2.4,Gas,Automatic,85000,Al-Medina,62000.0,True
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,117000,Qassim,60000.0,False
Nissan,Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,158000,Qassim,23000.0,False
Toyota,Prado,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,122000,Dammam,112000.0,True
Mitsubishi,L200,2015,Saudi,White,Standard,2.5,Gas,Manual,103000,Jeddah,30000.0,False
Hyundai,Elantra,2021,Other,White,Full,2.0,Gas,Automatic,3000,Riyadh,90000.0,False
Toyota,Innova,2014,Saudi,Silver,Semi Full,2.7,Gas,Automatic,160000,Riyadh,39000.0,True
Honda,City,2016,Gulf Arabic,Brown,Full,4.0,Gas,Automatic,51000,Riyadh,43000.0,False
Toyota,Fortuner,2015,Saudi,White,Standard,2.6,Gas,Manual,275000,Riyadh,64500.0,True
GMC,Acadia,2014,Saudi,White,Semi Full,3.6,Gas,Automatic,226000,Jeddah,54000.0,True
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,107000,Riyadh,35000.0,False
Chevrolet,Tahoe,2011,Saudi,Red,Semi Full,5.3,Gas,Automatic,188000,Riyadh,53000.0,False
HAVAL,H6,2020,Saudi,Grey,Full,2.0,Gas,Automatic,16000,Riyadh,72000.0,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,1850,Arar,112750.0,True
Mercedes,S,2014,Gulf Arabic,Black,Full,3.0,Gas,Automatic,49000,Riyadh,250000.0,False
GMC,Sierra,2017,Saudi,Red,Full,5.3,Gas,Automatic,160000,Riyadh,100000.0,False
Hyundai,Elantra,2017,Saudi,White,Standard,1.6,Gas,Automatic,125000,Dammam,40250.0,True
Dodge,Durango,2019,Saudi,Black,Full,3.6,Gas,Automatic,95000,Riyadh,132540.0,False
Chevrolet,Tahoe,2017,Saudi,Black,Full,5.3,Gas,Automatic,83000,Al-Baha,135000.0,False
Nissan,Navara,2015,Saudi,White,Standard,2.5,Gas,Manual,119000,Abha,37000.0,False
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,151000,Riyadh,70000.0,False
Hyundai,Accent,2016,Saudi,White,Semi Full,1.3,Gas,Automatic,400,Riyadh,25000.0,True
Ford,Expedition,2014,Saudi,Grey,Standard,5.7,Gas,Automatic,190700,Riyadh,59000.0,False
GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,86500,Riyadh,98000.0,False
Toyota,Camry,2020,Saudi,White,Semi Full,2.5,Hybrid,Automatic,30000,Najran,86900.0,True
Ford,Expedition,2014,Saudi,Silver,Semi Full,5.4,Gas,Automatic,180000,Dammam,70000.0,False
Ford,Expedition,2012,Saudi,Black,Standard,5.4,Gas,Automatic,195000,Riyadh,45000.0,False
Chrysler,SRT,2015,Saudi,Black,Full,6.4,Gas,Automatic,200,Hafar Al-Batin,115000.0,False
Nissan,Pathfinder,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,119000,Hafar Al-Batin,40000.0,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,260000,Aseer,58500.0,True
Dodge,Charger,2012,Saudi,Grey,Standard,3.6,Gas,Automatic,243000,Dammam,30000.0,False
Ford,Expedition,2014,Saudi,Other,Full,4.0,Gas,Automatic,116000,Riyadh,50000.0,False
Kia,Carnival,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,161000,Dammam,61000.0,True
Kia,Rio,2013,Saudi,Navy,Standard,1.6,Gas,Automatic,300000,Jubail,19000.0,False
Toyota,Land Cruiser,2016,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,121,Aseer,172500.0,True
Mercedes,C,2016,Saudi,Other,Standard,2.0,Gas,Automatic,82000,Jeddah,120000.0,True
Toyota,Fortuner,2012,Saudi,White,Full,2.7,Gas,Automatic,213,Taef,58000.0,False
Ford,Flex,2015,Saudi,Brown,Full,6.0,Gas,Automatic,127000,Riyadh,49000.0,True
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,100,Riyadh,32500.0,False
Ford,Expedition,2015,Other,White,Semi Full,5.4,Gas,Automatic,115000,Hafar Al-Batin,75000.0,False
Toyota,Prado,2017,Gulf Arabic,Silver,Full,4.0,Gas,Automatic,140000,Al-Ahsa,125000.0,False
Volkswagen,Passat,2015,Saudi,Black,Semi Full,2.5,Gas,Automatic,143000,Makkah,36000.0,False
MG,HS,2020,Saudi,White,Full,2.0,Gas,Automatic,12000,Jeddah,80000.0,False
Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,170000,Tabouk,71500.0,True
Toyota,Hiace,2016,Saudi,White,Standard,1.1,Gas,Manual,208268,Makkah,65000.0,True
Toyota,Land Cruiser Pickup,2013,Gulf Arabic,Other,Semi Full,4.0,Gas,Manual,209000,Riyadh,94000.0,True
Toyota,Land Cruiser,2013,Saudi,White,Full,8.0,Gas,Automatic,260,Aseer,125000.0,True
Hyundai,Sonata,2016,Other,Black,Semi Full,1.6,Diesel,Automatic,180000,Jeddah,55000.0,False
GMC,Sierra,2011,Saudi,White,Standard,5.3,Gas,Automatic,400,Dammam,45000.0,True
Cadillac,CT-S,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,43000,Dammam,135000.0,False
Hyundai,Elantra,2016,Saudi,Brown,Semi Full,2.0,Gas,Automatic,180700,Aseer,42000.0,True
Ford,F150,2011,Saudi,White,Standard,5.0,Gas,Automatic,133000,Dammam,33000.0,False
Hyundai,Sonata,2015,Saudi,Grey,Full,2.4,Gas,Automatic,173000,Riyadh,43000.0,False
Toyota,Hilux,2020,Saudi,White,Full,2.4,Gas,Manual,34000,Aseer,120000.0,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,212000,Riyadh,46000.0,False
Toyota,Camry,2012,Saudi,Bronze,Full,2.5,Gas,Automatic,265000,Qassim,32000.0,False
Toyota,Land Cruiser,2015,Saudi,White,Full,4.0,Gas,Manual,136000,Riyadh,140000.0,False
Kia,Sportage,2016,Saudi,Brown,Full,2.4,Gas,Automatic,193000,Makkah,51000.0,True
Nissan,Altima,2015,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,94000,Qassim,37000.0,False
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,253,Jeddah,25000.0,True
Ford,Edge,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,208000,Makkah,39000.0,False
Mazda,CX3,2020,Gulf Arabic,Grey,Semi Full,2.0,Gas,Automatic,5000,Riyadh,55000.0,False
Mitsubishi,ASX,2020,Saudi,White,Full,2.0,Gas,Automatic,22000,Riyadh,67000.0,False
Toyota,Corolla,2020,Saudi,White,Full,1.6,Gas,Automatic,60000,Riyadh,59500.0,True
Nissan,Patrol,2019,Saudi,White,Standard,4.0,Gas,Automatic,54000,Besha,177500.0,True
Hyundai,Sonata,2020,Saudi,White,Semi Full,2.5,Gas,Automatic,14000,Taef,67210.0,False
BMW,The 7,2019,Saudi,Black,Full,2.5,Gas,Automatic,41000,Jeddah,235000.0,False
Kia,Cerato,2015,Saudi,Other,Semi Full,1.6,Gas,Automatic,190000,Jazan,33000.0,False
Kia,Pegas,2020,Saudi,White,Standard,1.4,Gas,Automatic,5300,Riyadh,37500.0,False
Mercedes,S,2013,Saudi,Black,Full,3.0,Gas,Automatic,121000,Jeddah,118000.0,False
Ford,F150,2014,Saudi,Silver,Standard,8.0,Gas,Automatic,147000,Riyadh,80000.0,False
Dodge,Charger,2017,Saudi,Black,Semi Full,3.6,Gas,Automatic,88000,Qassim,107000.0,True
Chevrolet,Tahoe,2015,Saudi,White,Semi Full,5.3,Gas,Automatic,222000,Riyadh,110000.0,False
Toyota,Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,48000,Qassim,85000.0,False
Nissan,Datsun,2015,Saudi,White,Semi Full,2.4,Gas,Manual,300,Riyadh,35000.0,True
Chevrolet,Tahoe,2016,Other,Other,Semi Full,5.3,Gas,Automatic,184000,Qassim,116500.0,True
Lexus,GS,2015,Saudi,White,Semi Full,3.5,Gas,Automatic,224,Riyadh,88000.0,False
Lexus,LX,2015,Other,White,Full,5.7,Gas,Automatic,103000,Dammam,197500.0,True
Ford,Expedition,2013,Other,Black,Standard,1.4,Gas,Automatic,190000,Riyadh,47000.0,False
Toyota,Camry,2016,Unknown,White,Standard,2.5,Gas,Automatic,267000,Riyadh,58000.0,True
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Automatic,102000,Al-Ahsa,90000.0,False
Jaguar,XJ,2014,Saudi,Brown,Full,3.0,Gas,Automatic,127008,Riyadh,95000.0,True
Nissan,Patrol,2017,Saudi,Grey,Full,4.0,Gas,Automatic,115000,Riyadh,117000.0,False
Kia,Cadenza,2019,Gulf Arabic,White,Standard,3.3,Gas,Automatic,46000,Hafar Al-Batin,88000.0,True
Nissan,Patrol,2016,Saudi,White,Full,4.0,Gas,Automatic,167,Qassim,125000.0,True
Kia,Rio,2017,Unknown,Grey,Standard,1.4,Gas,Automatic,9999,Taef,26500.0,True
Toyota,FJ,2016,Gulf Arabic,White,Full,4.9,Gas,Automatic,115,Riyadh,110000.0,False
Genesis,G80,2018,Other,Grey,Semi Full,3.8,Gas,Automatic,170000,Riyadh,23500.0,False
Mazda,CX5,2019,Saudi,Navy,Full,2.5,Gas,Automatic,33000,Riyadh,102000.0,False
BMW,The 7,2017,Gulf Arabic,White,Full,1.4,Gas,Automatic,90000,Riyadh,165000.0,False
Hyundai,Elantra,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,38000,Riyadh,50000.0,True
Toyota,Camry,2016,Gulf Arabic,Navy,Full,2.6,Gas,Automatic,183000,Dammam,70000.0,False
Toyota,Prado,2014,Saudi,White,Full,2.7,Gas,Automatic,157,Jeddah,80000.0,False
Hyundai,Elantra,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,35000,Jeddah,63500.0,False
Chevrolet,Tahoe,2018,Saudi,Black,Standard,5.3,Gas,Automatic,39000,Aseer,147000.0,False
Hyundai,Elantra,2018,Saudi,White,Full,2.0,Gas,Automatic,116,Riyadh,42000.0,False
Toyota,FJ,2012,Saudi,Black,Full,4.0,Gas,Automatic,310,Abha,70000.0,False
Ford,Taurus,2015,Saudi,Grey,Full,3.5,Gas,Automatic,180000,Riyadh,60000.0,False
Land Rover,Range Rover,2013,Gulf Arabic,White,Full,5.0,Gas,Automatic,80000,Taef,88000.0,True
GAC,GS3,2021,Other,Red,Full,1.3,Gas,Automatic,22600,Riyadh,50000.0,False
Toyota,Camry,2015,Saudi,White,Semi Full,2.5,Gas,Automatic,215000,Sakaka,48000.0,True
Chevrolet,Impala,2015,Saudi,Black,Semi Full,1.6,Gas,Automatic,126000,Riyadh,64000.0,True
Chevrolet,Malibu,2015,Saudi,Red,Semi Full,2.5,Gas,Automatic,218000,Makkah,20000.0,False
Toyota,Yaris,2017,Saudi,Brown,Standard,1.3,Gas,Automatic,201000,Dammam,35000.0,False
Toyota,Land Cruiser,2017,Saudi,White,Full,5.7,Gas,Automatic,50000,Dammam,245000.0,False
Fiat,500,2017,Gulf Arabic,White,Full,1.6,Gas,Automatic,112000,Riyadh,45000.0,False
Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,69000,Riyadh,55000.0,False
GMC,Yukon,2015,Saudi,Other,Semi Full,5.3,Gas,Automatic,219000,Makkah,126500.0,True
Hyundai,Sonata,2011,Saudi,Silver,Semi Full,2.4,Gas,Automatic,186000,Jeddah,25000.0,False
Toyota,Corolla,2019,Saudi,Red,Standard,1.6,Gas,Automatic,39000,Yanbu,52000.0,False
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,155000,Qassim,52000.0,False
Jeep,Wrangler,2015,Saudi,Blue,Full,3.6,Gas,Automatic,200,Jeddah,85000.0,False
Toyota,Prado,2014,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,232000,Riyadh,79000.0,True
GMC,Acadia,2012,Saudi,White,Standard,3.6,Gas,Automatic,125000,Qassim,40000.0,True
Hyundai,Elantra,2021,Saudi,Other,Full,2.0,Gas,Automatic,14000,Aseer,84250.0,True
Toyota,Land Cruiser,2012,Saudi,White,Full,4.6,Gas,Automatic,250000,Riyadh,85000.0,False
Chevrolet,Tahoe,2013,Saudi,Brown,Full,5.3,Gas,Automatic,206,Jeddah,77000.0,False
Toyota,Fortuner,2013,Other,White,Standard,1.0,Gas,Automatic,290,Riyadh,55000.0,True
Nissan,Patrol,2013,Saudi,White,Semi Full,8.0,Gas,Automatic,234000,Qassim,80000.0,True
Toyota,Camry,2019,Unknown,Red,Standard,2.5,Gas,Automatic,30000,Qassim,82500.0,True
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,188,Dammam,66000.0,True
Genesis,Prestige,2013,Saudi,White,Semi Full,3.8,Gas,Automatic,185000,Riyadh,40000.0,False
Honda,Accord,2013,Gulf Arabic,Other,Semi Full,2.4,Gas,Automatic,236000,Riyadh,55000.0,True
Lincoln,Navigator,2011,Saudi,Black,Full,5.4,Gas,Automatic,200000,Aseer,60000.0,False
Toyota,Camry,2015,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,227000,Al-Ahsa,48000.0,True
Toyota,Hilux,2011,Saudi,White,Full,1.0,Gas,Manual,400,Riyadh,20000.0,True
Toyota,Camry,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,82000,Riyadh,60750.0,True
Kia,K5,2021,Saudi,Other,Semi Full,2.5,Gas,Automatic,7000,Jazan,82305.0,True
Nissan,Patrol,2015,Saudi,White,Full,4.8,Gas,Automatic,287,Dammam,121750.0,True
Hyundai,Sonata,2019,Saudi,Red,Semi Full,2.5,Gas,Automatic,120,Khobar,72850.0,False
Nissan,Navara,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,189,Riyadh,35000.0,False
Toyota,Avalon,2014,Saudi,Other,Standard,3.5,Gas,Automatic,258577,Abha,73000.0,True
Hyundai,Sonata,2016,Saudi,Brown,Semi Full,2.4,Gas,Automatic,210000,Riyadh,35000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,105500,Dammam,32000.0,False
Ford,Flex,2013,Saudi,Red,Standard,3.5,Gas,Automatic,204000,Jeddah,32000.0,False
Toyota,Fortuner,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,32000,Al-Medina,55000.0,True
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,220000,Tabouk,78000.0,True
Mercedes,C,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,50000,Riyadh,150000.0,False
Nissan,Sentra,2016,Saudi,Other,Semi Full,1.6,Gas,Automatic,200000,Al-Medina,32500.0,True
